kwQoX8AhdU1x.txt;О приименных придаточных при автоматическом анализе текстов;Т.Б.Агранат, О.С.Кулагина;2000;Итоги конференции «Диалог»
y7KrjHf2oV8Q.txt;Комментарий как основной герменевтический инструмент;Айеша Гупта, Е.Г.Борисова;2000;Итоги конференции «Диалог»
HXF19E5k6XpC.txt;Семантические особенности концепта ‘уступки’ (на примере синонимов в то же время 2, вместе с тем, при этом 2, при всем том).       ;Валентина Апресян      ;2000;Итоги конференции «Диалог»
GhafFRKSfdLH.txt;ABBYY Retrieval  Morphology Engine;К.Анисимович, В.Балл, В. Селегейкомпания;2000;Итоги конференции «Диалог»
rEnopMV5JPkG.txt;О некоторых вопросах правописания на Рунглиш Восприятие и порождение текстов электронной почты на русском языке в различных вариантах латинской кодировки ;Архипов Александр;2000;Итоги конференции «Диалог»
xGcl1woCUM8w.txt;Речевые формулы в диалоге[1];А.Н. Баранов, Д.О. Добровольский;2000;Итоги конференции «Диалог»
hwHvyRsOAPgS.txt;Проблема поверхностного кодирования Стимула в функциональном рассмотрении;Бонч-Осмоловская А.;2000;Итоги конференции «Диалог»
vxDS1RBuc92t.txt;Основные параметры прикладного направления «педагогическая лингвистика»;Е.Г.Борисова;2000;Итоги конференции «Диалог»
nCjbz7embeL4.txt;Подходы к решению проблемы определения границ предложения в английском языке;Безвербный И.Г.;2000;Итоги конференции «Диалог»
tw05ioebuDkm.txt;Аннотированный корпус русских текстов: концепция, инструменты разметки, типы информации.;Богуславский И.М., Григорьев Н.В., Григорьева С.А., Иомдин Л.Л., Крейдлин Л.Г., Санников В. З. , Фрид Н.Е.;2000;Итоги конференции «Диалог»
faX6db2ssVdF.txt;Модуль универсального сетевого языка (UNL) в составе системы ЭТАП-3[1];И.М. Богуславский, Л.Л. Иомдин, Л.Г. Крейдлин, Н.Е. Фрид, И.Л. Сагалова, В.Г. Сизов;2000;Итоги конференции «Диалог»
fyItJLg6BiBa.txt;К вопросу об автоматизации литературно-научного редактирования;Е.И. Большакова, Н.Э. Васильева;2000;Итоги конференции «Диалог»
dF2e1Ppg6nuP.txt;Особенности коммуникации на естественном языке в Internet;Е.П. Буторина;2000;Итоги конференции «Диалог»
MCiI1RB7CtEt.txt;Лингвистический процессор ЭТАП: дескрипторное соответствие и обработка метафор [1];Л.Л. Цинман, В.Г. Сизов;2000;Итоги конференции «Диалог»
B2X8ASlJj4Uy.txt;Функции слов-“паразитов” в русской спонтанной речи;Дараган Ю.В.;2000;Итоги конференции «Диалог»
aoFB5CDLlgzC.txt;Бьют ли часы и фонтан одним и тем же БИТЬ?;Е.Р. Добрушина;2000;Итоги конференции «Диалог»
pZQMalHRivBV.txt;Географические названия и полнотекстовые документы по наукам о земле;В. А. Друщиц, О. А. Курчавова;2000;Итоги конференции «Диалог»
NiLNxyw8Ue5u.txt;Отражение особенностей речевого поведения пользователей компьютерных сетей в письменной форме компьютерного жаргона;О.И. Ермакова;2000;Итоги конференции «Диалог»
cGErpc9Vh1Q4.txt;О высоте гласных в речевом сигнале;А.И.Егоpов, В.В.Дубpовский;2000;Итоги конференции «Диалог»
vX8NdbbGHdPT.txt;Текстовая анафора: сочетание статистического и когнитивного подходов (на материале цахурского языка);О.В.Федорова МГУ;2000;Итоги конференции «Диалог»
1haeaMA0RdOA.txt;Имликативные универсалии и великие основополагающие планы построения языка;Е.Ю. Филимонова;2000;Итоги конференции «Диалог»
xh32mUInvj8r.txt;Разработка формальных спецификаций лексики научно-технических текстов для их анализа и перевода;Федюрко В.В., Щоголева Н.Н.;2000;Итоги конференции «Диалог»
